the_geom,OBJECTID_1,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,Category,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac,SeatingTyp
POINT (-73.90294462119381 40.87034615119285),1829,2,Bronx,208,14,78,33,13,2437,Health Care Facilities,5/1/2014,2735 Sedgwick Avenue,2735 Sedgwick Avenue,Sedgwick Avenue,W. 195th Street and W. Kingsbridge Road,Bronx,208,BX03,Not Applicable,40.8703,-73.9029,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.88014668555186 40.75621701787993),1201,4,Queens,403,25,34,13,14,2002,General,7/8/2013,87-15 Northern Boulevard,87-15 Northern Boulevard,Northern Boulevard,87th Street & 88th Street,Queens,403,Q66,Not Applicable,40.7562,-73.8801,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.93703799859266 40.62214960123797),2207,3,Brooklyn,318,45,41,19,9,41,Bus Route,9/25/2018,3832 KINGS HIGHWAY,3832 KINGS HIGHWAY,KINGS HIGHWAY,Ryder Street & Flatbush Avenue,Brooklyn,41,B82,,40.6221,-73.937,X,AREA OF MINIMAL FLOOD HAZARD,4,LEANING BAR
POINT (-73.70137372519845 40.738938019226396),1037,4,Queens,413,23,33,11,3,2019,General,10/29/2013,267-17 Hillside Avenue,267-17 Hillside Avenue,Hillside Avenue,267th & 268th Street,Queens,413,Q43,Not Applicable,40.7389,-73.7014,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.90804949264076 40.65622663508195),387,3,Brooklyn,316,42,58,19,8,388,Bus Route,7/21/2012,103 Hegeman Avenue,103 Hegeman Avenue,Hegeman Avenue,Chester Street and Rockaway Avenue,Brooklyn,316,B35,Not Applicable,40.6562,-73.908,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.79044134285836 40.69559693288239),744,4,Queens,412,27,32,14,5,2598,Municipal Facilities,7/10/2014,108-91 Guy R. Brewer Boulevard,108-91 Guy R. Brewer Boulevard,Guy R. Brewer Boulevard,108th Avenue and 109th Avenue,Queens,412,Not Applicable,Not Applicable,40.6956,-73.7904,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.94229440557939 40.831385296974986),1646,1,Manhattan,109,7,71,30,13,4121,Bus Route,8/1/2018,458 West 155th Street,458 West 155th Street,West 155th Street,Amsterdam Avenue & Saint Nicholas Avenue,Manhattan,109,BX6,Not Applicable,40.8314,-73.9423,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94033076640972 40.814593378907375),1538,1,Manhattan,110,9,70,30,13,2474,Health Care Facilities,5/16/2014,506 Lenox Avenue,506 Lenox Avenue,Lenox Avenue,W. 135th Street and W. 136th Street,Manhattan,110,Not Applicable,Not Applicable,40.8146,-73.9403,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.8625749634915 40.74953406636623),1950,4,Queens,404,21,39,13,14,1342,Plaza,6/1/2018,103-12 Roosevelt Avenue,103-12 Roosevelt Avenue,Roosevelt Avenue,104th and National Streets,Queens,404,Q20A,Not Applicable,40.7495,-73.8626,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.9859715590229 40.68926074762819),683,3,Brooklyn,302,33,52,25,8,1891,Other,5/1/2013,45 Hoyt Street,45 Hoyt Street,Schermerhorn Street,Schermerhorn Street & Livingston Street,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6893,-73.986,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.78078872592593 40.77216397120773),1314,4,Queens,411,19,26,11,6,2981,Municipal Facilities,1/30/2015,32-24 Corporal Kennedy Street,32-24 Corporal Kennedy Street,Corporal Kennedy Street,32nd Avenue and 33rd Avenue,Queens,411,Q28,Not Applicable,40.7722,-73.7808,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.83847100581009 40.785903026866116),1395,4,Queens,407,19,27,11,14,2026,General,7/31/2013,129-21 14th Avenue,129-21 14th Avenue,14th Avenue,129th & 130th Street,Queens,407,Q20B,Not Applicable,40.7859,-73.8385,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.94236935520752 40.668360469361915),490,3,Brooklyn,309,35,43,20,9,2007,General,6/20/2013,310 Kingston Avenue,310 Kingston Avenue,Kingston Avenue,President Street & Union Street,Brooklyn,309,Not Applicable,Not Applicable,40.6684,-73.9424,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93840556480296 40.846290715358926),1730,1,Manhattan,112,10,72,31,13,3337,Plaza,12/1/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.8463,-73.9384,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.94678656504678 40.80744372267105),1503,1,Manhattan,110,9,70,30,13,2114,Community Health Centers,9/4/2013,119 West 124th Street,119 West 124th Street,West 124th Street,Malcolm X Blvd and 7th Avenue,Manhattan,110,Not Applicable,Not Applicable,40.8074,-73.9468,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.98193973690755 40.688238857443984),663,3,Brooklyn,302,33,52,25,8,995,BID,6/19/2012,293 Livingston Street,293 Livingston Street,Livingston Street,Nevins Street and Flatbush Avenue,Brooklyn,302,Not Applicable,Court-Livingston-Schermerhorn,40.6882,-73.9819,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00807287623287 40.602880675959504),105,3,Brooklyn,311,43,47,22,11,1961,General,6/26/2013,1758 Cropsey Avenue,1758 Cropsey Avenue,Cropsey Avenue,Bay 17th Street & 18th Avenue,Brooklyn,311,B8,Not Applicable,40.6029,-74.0081,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.94443850336418 40.79135878113235),1419,1,Manhattan,111,8,68,29,13,2108,Community Health Centers,8/15/2013,1915 3rd Avenue,1915 3rd Avenue,East 106th Street,2nd and 3rd Avenues,Manhattan,111,M106,Not Applicable,40.7914,-73.9444,AE,,3,BACKLESS 1.0
POINT (-73.90409403182514 40.90640432095037),1883,2,Bronx,208,11,81,34,16,2834,General,12/23/2014,5684 Riverdale Avenue,5684 Riverdale Avenue,Riverdale Avenue,West 258th Street & West 259th Street,Bronx,208,Not Applicable,Not Applicable,40.9064,-73.9041,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-73.97910679819867 40.64284889400157),1901,3,Brooklyn,312,39,44,21,10,1021,Plaza,5/30/2012,114 Beverley Road,114 Beverley Road,Beverly Road,Church Ave and East 2nd Street,Brooklyn,312,Not Applicable,Not Applicable,40.6428,-73.9791,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.90248748755225 40.88196289994054),1861,2,Bronx,208,11,81,33,13,3684,BID,8/1/2017,5716 Broadway,5716 Broadway,Broadway,W 234th Street & W 236th Street,Bronx,208,Not Applicable,Kingsbridge,40.882,-73.9025,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.95571221777928 40.68071102998234),1917,3,Brooklyn,303,36,57,25,8,1106,General,9/27/2012,537 Franklin Avenue,537 Franklin Avenue,Franklin Avenue,Fulton Street and Lefferts Place,Brooklyn,303,Not Applicable,Not Applicable,40.6807,-73.9557,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.96602540411719 40.8006800699924),1483,1,Manhattan,107,7,69,31,10,771,General,10/12/2012,201 West 106th Street,201 West 106th Street,West 106th Street,Broadway and Amsterdam Avenue,Manhattan,107,M116,Not Applicable,40.8007,-73.966,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.99607396848499 40.71589114588596),2114,1,Manhattan,103,1,65,26,7,3805,Senior Safety,12/28/2017,50 Bowery,50 Bowery,Bowery,Canal Street & Slip Lane,Manhattan,103,Not Applicable,Not Applicable,40.7159,-73.9961,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93229574468307 40.68825702970915),671,3,Brooklyn,303,36,56,25,8,3918,General,1/23/2018,800 Gates Avenue,800 Gates Avenue,Gates Avenue,Stuyvesant Avenue & Malcom X Blvd.,Brooklyn,303,Not Applicable,Not Applicable,40.6883,-73.9323,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 2.0
POINT (-73.88070228371252 40.712652928656475),873,4,Queens,405,30,28,15,6,2530,Municipal Facilities,6/17/2014,72-31 Metropolitan Avenue,72-31 Metropolitan Avenue,Metropolitan,Pleasantview Street and 73rd Place,Queens,405,Not Applicable,Not Applicable,40.7127,-73.8807,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93499005127887 40.796383328555116),2084,1,Manhattan,111,8,68,29,13,3054,General,11/28/2014,2266 1st Avenue,2266 1st Avenue,1st Avenue,East 116th Street & East 117th Street,Manhattan,111,M15,Not Applicable,40.7964,-73.935,AE,,3,BACKED 1.0
POINT (-73.87008127525344 40.73629253282007),1023,4,Queens,404,25,35,16,6,3965,Bus Route,2/14/2018,56-50 92nd Street,56-50 92nd Street,92nd Street,56th Avenue & 57th Avenue,Queens,404,Q29,Not Applicable,40.7363,-73.8701,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 2.0
POINT (-73.96250486965971 40.67343412041824),544,3,Brooklyn,308,35,57,20,9,1631,Senior Center,1/9/2013,781 Washington Avenue,781 Washington Avenue,St. Johns Place,Washington Avenue & Lincoln Place,Brooklyn,308,B45,Not Applicable,40.6734,-73.9625,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.772281193995 40.76621294295547),1958,4,Queens,411,19,26,11,6,1506,BID,1/25/2013,38-11 Bell Blvd,38-11 Bell Blvd,Bell Blvd,38th and 39th Avenues,Queens,411,Not Applicable,Bell Blvd BBA,40.7662,-73.7723,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9492229122608 40.781126374543895),1377,1,Manhattan,108,5,76,29,12,3829,General,7/5/2017,1748 2nd Avenue,1748 2nd Avenue,2nd Avenue,E 92nd Street & E 91st Street,Manhattan,108,Not Applicable,Not Applicable,40.7811,-73.9492,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 2.0
POINT (-73.77071777207365 40.67271318529175),538,4,Queens,412,28,32,10,5,955,Senior Center,2/5/2013,169-09 137th Avenue,169-09 137th Avenue,137th Avenue,169th & 170th Street,Queens,412,Not Applicable,Not Applicable,40.6727,-73.7707,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.78299330683174 40.683976450484565),2092,4,Queens,412,28,32,10,5,3261,Municipal Facilities,6/7/2016,117-02 Guy R Brewer Boulevard,117-02 Guy R Brewer Boulevard,Guy R Brewer Boulevard,118th Avenue & Foch Boulevard,Queens,412,Not Applicable,Not Applicable,40.684,-73.783,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.97344342556487 40.59676362562472),72,3,Brooklyn,315,47,45,22,11,1648,Senior Center,3/6/2013,288 Avenue U,,McDonald Avenue,Village Road N & McDonald Avenue,Brooklyn,315,Not Applicable,Not Applicable,40.5968,-73.9734,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.90727462212948 40.7568555161615),1208,4,Queens,401,26,30,13,14,2946,Municipal Facilities,11/12/2014,54-06 31st Avenue,31-05 54th Street,54th Street,31st Avenue & 32nd Avenue,Queens,401,Q18,Not Applicable,40.7569,-73.9073,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.88284568210503 40.74754322218716),1131,4,Queens,404,21,39,13,14,3545,Bus Route,6/21/2017,Manuel de Dios Unanue Triangle,40-12 83rd Street,83rd Street,Baxter Avenue & Roosevelt Avenue,Queens,404,Q29,Not Applicable,40.7475,-73.8828,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.98663332304804 40.721368157507584),941,1,Manhattan,103,1,65,26,12,3333,Municipal Facilities,6/2/2016,166 Essex Street,166 Essex Street,Essex Street,E Houston Street & Stanton Street,Manhattan,103,Not Applicable,Not Applicable,40.7214,-73.9866,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.95278270632788 40.72894412710912),982,3,Brooklyn,301,33,50,26,12,2405,Senior Center,3/26/2014,715 Leonard Street,715 Leonard Street,Leonard Street,Calyer Street and Greenpoint Avenue,Brooklyn,301,Not Applicable,Not Applicable,40.7289,-73.9528,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.88732300104186 40.83437126549881),1673,2,Bronx,203,17,79,32,15,2706,Municipal Facilities,9/12/2014,1550 Vyse Avenue,1550 Vyse Avenue,Vyse Avenue,East 172nd Street & East 173rd Street,Bronx,203,Not Applicable,Not Applicable,40.8344,-73.8873,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00721674987017 40.651834553366854),355,3,Brooklyn,307,38,51,25,7,1609,General,1/9/2013,4004 Fourth Avenue,4004 Fourth Avenue,4th Avenue,40th & 41st Street,Brooklyn,307,Not Applicable,Not Applicable,40.6518,-74.0072,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92846129778974 40.86632093898443),1816,1,Manhattan,112,10,71,31,13,1944,General,7/29/2013,250 Dyckman Street,250 Dyckman Street,Dyckman Street,Seaman Avenue & Payson Avenue,Manhattan,112,Not Applicable,Not Applicable,40.8663,-73.9285,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.9362461163485 40.7004664381627),782,3,Brooklyn,304,34,53,18,7,1035,Senior Center,9/14/2012,10 Forrest Street,10 Forrest Street,Forrest Street,Noll Street and Bushwick Avenue,Brooklyn,304,Not Applicable,Not Applicable,40.7005,-73.9362,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.96583884165803 40.687309250227216),659,3,Brooklyn,302,35,57,25,8,1545,General,1/15/2013,380 Washington Avenue,380 Washington Avenue,Washington Avenue,Greene Ave. & Lafayette Avenue,Brooklyn,302,Not Applicable,Not Applicable,40.6873,-73.9658,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-74.00564011763319 40.63292293529957),243,3,Brooklyn,312,38,49,17,7,3787,Bus Route,7/3/2017,6003 Fort Hamilton Pkwy,6003 Fort Hamilton Pkwy,Fort Hamilton Pkwy,60th Street & 61st Street,Brooklyn,312,B16,Not Applicable,40.6329,-74.0056,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 2.0
POINT (-74.03406087099059 40.616394291199114),167,3,Brooklyn,310,43,46,22,11,2296,General,1/14/2014,9606 3rd Avenue,9606 3rd Avenue,3rd Avenue,96th & 97th Street,Brooklyn,310,Not Applicable,Not Applicable,40.6164,-74.0341,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.91457154589001 40.77894405329967),1356,4,Queens,401,22,36,12,14,1908,General,6/18/2013,24-17 Ditmars Boulevard,24-17 Ditmars Boulevard,Ditmars Boulevard,Crescent Street & 24th Street,Queens,401,Not Applicable,Not Applicable,40.7789,-73.9146,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94659451730598 40.64023858418723),286,3,Brooklyn,317,45,42,21,9,2736,Municipal Facilities,10/14/2014,3109 Newkirk Avenue,434 East 32nd Street,East 32nd Street,East 31st Street & East 32nd Street,Brooklyn,317,Not Applicable,Not Applicable,40.6402,-73.9466,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKED 1.0
POINT (-73.98071043945085 40.67976359006046),610,3,Brooklyn,306,39,52,25,7,2347,General,1/8/2014,610 Baltic Street,610 Baltic Street,4th Avenue & Butler Street,4th & 5th Avenue,Brooklyn,306,Not Applicable,Not Applicable,40.6798,-73.9807,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 1.0
POINT (-73.89705433881575 40.862535353570195),1893,2,Bronx,205,15,78,33,15,1690,BID,2/7/2013,N. Overpass Grand Concourse & E. Fordham Road,,,Grand Concourse and E. Fordham Road,Bronx,207,Not Applicable,Fordham Road,40.8625,-73.8971,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97792507158258 40.698139138125505),754,3,Brooklyn,302,33,50,26,7,4078,General,5/7/2018,275 Flushing Avenue,275 Flushing Avenue,Flushing Avenue,North Elliot Place & North Portland Avenue,Brooklyn,302,B57,Not Applicable,40.6981,-73.9779,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKLESS 2.0
POINT (-73.92897832705209 40.81911040429473),1573,2,Bronx,204,8,84,29,15,18,Bus Route,5/16/2012,125 East 149th Street,125 East 149th Street,East 149th Street,Gerard Avenue & Walton Avenue,Bronx,204,BX19,Not Applicable,40.8191,-73.929,X,AREA OF MINIMAL FLOOD HAZARD,5,BACKLESS 1.0
POINT (-73.87092775694644 40.73324788709245),1004,4,Queens,404,25,35,16,6,3581,General,1/21/2017,90-20 Queens Boulevard,90-20 Queens Boulevard,Queens Boulevard,57th Avenue & Woodhaven Boulevard,Queens,404,Not Applicable,Not Applicable,40.7332,-73.8709,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKED 2.0
POINT (-73.90795998548269 40.82315130616821),1605,2,Bronx,203,17,79,32,15,2696,Municipal Facilities,9/15/2014,916 Eagle Avenue,916 Eagle Avenue,Eagle Avenue,East 161st Street & East 163rd Street,Bronx,203,Not Applicable,Not Applicable,40.8232,-73.908,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.94984398140183 40.806587077882725),1501,1,Manhattan,110,9,70,30,13,3560,Bus Route,2/10/2017,2027 Adam Clayton Powell Jr. Blvd,2027 Adam Clayton Powell Jr. Blvd,Adam Clayton Powell Jr. Blvd,W 121st Street & W122nd Street,Manhattan,111,M02,Not Applicable,40.8066,-73.9498,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-74.07560115940746 40.63584319964752),266,5,Staten Island,501,49,61,23,11,1677,Bus Route,1/29/2013,263 Bay Street,263 Bay Street,Bay Street,Hannah Street & Swan Street,Staten Island,501,S78,Not Applicable,40.6358,-74.0756,X,AREA OF MINIMAL FLOOD HAZARD,2,BACKLESS 1.0
POINT (-73.97802313746132 40.59250051652994),54,3,Brooklyn,315,47,45,23,11,3435,Bus Route,12/16/2016,2837 86th Street,2837 86th Street,86th Street,W 7th Street & W 8th Street,Brooklyn,315,B1,Not Applicable,40.5925,-73.978,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKLESS 1.0
POINT (-73.95164037974837 40.81172181766612),1523,1,Manhattan,110,9,70,30,13,2151,General,10/10/2013,330 St. Nicholas Avenue,330 St. Nicholas Avenue,St. Nicholas Avenue,W 126th Street & W 127th Street,Manhattan,110,Not Applicable,Not Applicable,40.8117,-73.9516,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.93840556480296 40.846290715358926),1731,1,Manhattan,112,10,72,31,13,3337,Plaza,12/1/2015,4140 Broadway,4140 Broadway,W. 175th Street,W. 175th Street & W. 176th Street,Manhattan,112,Not Applicable,Not Applicable,40.8463,-73.9384,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.88475667137185 40.749762744723505),1153,4,Queens,403,21,39,13,14,2419,General,5/12/2014,81-15 37th Avenue,81-15 37th Avenue,37th Avenue,81st Street and 82nd Street,Queens,403,Not Applicable,82nd Street,40.7498,-73.8848,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.87497560064662 40.87273678282078),1833,2,Bronx,207,11,80,36,13,2339,General,3/19/2014,3170 Webster Avenue,3170 Webster Avenue,Webster Avenue,E204th & E205th Street,Bronx,207,BX41,Not Applicable,40.8727,-73.875,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.98125409206595 40.701403347444646),792,3,Brooklyn,302,35,57,25,8,2152,Community Health Centers,9/12/2013,209 York Street,209 York Street,York Street,Gold Street and Navy Street,Brooklyn,302,B62,Not Applicable,40.7014,-73.9813,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.92120344574145 40.660505717283044),406,3,Brooklyn,317,41,58,20,9,2963,Municipal Facilities,1/14/2015,1123 Clarkson Avenue,1123 Clarkson Avenue,Clarkson Avenue,East 95th Street & East 96th Street,Brooklyn,317,B47,Not Applicable,40.6605,-73.9212,X,AREA OF MINIMAL FLOOD HAZARD,6,BACKLESS 1.0
POINT (-73.91240360597182 40.82130916942986),1591,2,Bronx,201,17,79,32,15,1569,General,1/11/2013,3097 Third Avenue,,3rd Avenue,East 157th and 158th Street,Bronx,201,Not Applicable,Not Applicable,40.8213,-73.9124,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.97691947960267 40.78024706699439),1373,1,Manhattan,107,6,67,29,10,1831,General,3/25/2013,100 West 77th Street,100 West 77th Street,Columbus Avenue,76th Street & 77th Street,Manhattan,107,Not Applicable,Columbus Avenue,40.7802,-73.9769,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.92796573890045 40.62618241413936),221,3,Brooklyn,318,45,41,21,8,4160,Bus Route,9/13/2018,4915 Flatlands Ave,4915 Flatlands Ave,Flatlands Avenue,Utica Avenue & E 49th Street,Brooklyn,318,B82,Not Applicable,40.6262,-73.928,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 1.0
POINT (-73.91890799754046 40.63623044498163),270,3,Brooklyn,318,46,59,19,8,2968,Municipal Facilities,1/13/2015,1665 Ralph Avenue,1665 Ralph Avenue,Ralph Avenue,East 76th Street & East 77th Street,Brooklyn,318,B47,Not Applicable,40.6362,-73.9189,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 1.0
POINT (-73.96193046630563 40.682566739696966),1971,3,Brooklyn,302,35,57,25,8,1534,Plaza,4/1/2012,19 Putnam Avenue,19 Putnam Avenue,Plaza,Fulton Street & Grand Avenue,Brooklyn,302,Not Applicable,Fulton Area Business (FAB) Alliance,40.6826,-73.9619,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.91670838689893 40.678675491941824),2067,3,Brooklyn,303,41,55,25,8,2961,Municipal Facilities,1/8/2015,1961 Fulton Street,1961 Fulton Street,Fulton Street,Saratoga Street & Hull Street,Brooklyn,303,B25,Not Applicable,40.6787,-73.9167,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.88200465034062 40.756023038116574),1197,4,Queens,403,25,34,13,14,2000,General,9/27/2013,85-13 Northern Boulevard,85-13 Northern Boulevard,Northern Boulevard,86th & 87th Street,Queens,403,Q66,Not Applicable,40.756,-73.882,X,AREA OF MINIMAL FLOOD HAZARD,,BACKLESS 1.0
POINT (-73.95749356052525 40.7611312857849),1240,1,Manhattan,108,5,76,28,12,3993,Municipal Facilities,2/2/2018,1190 York Avenue,501 East 63rd Street,East 63rd Street,York Avenue & FDR Drive,Manhattan,108,Not Applicable,Not Applicable,40.7611,-73.9575,X,AREA OF MINIMAL FLOOD HAZARD,4,BACKED 2.0
POINT (-73.94269130364107 40.66578792280696),462,3,Brooklyn,309,35,43,20,9,2057,General,6/21/2013,378 Kingston Avenue,378 Kingston Avenue,Crown Street,Crown Street and Brooklyn Avenues,Brooklyn,309,Not Applicable,Not Applicable,40.6658,-73.9427,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.98274302942825 40.71410472703),895,1,Manhattan,103,1,65,26,7,4094,General,12/20/2018,301 Henry Street,301 Henry Street,Henry Street,Grand Street & Samuel Dickstein Plaza,Manhattan,103,Not Applicable,Not Applicable,40.7141,-73.9827,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.89480206554816 40.822243042395286),1597,2,Bronx,202,17,85,32,15,2709,Municipal Facilities,9/15/2014,977 Fox Street,948 Tiffany Street,Tiffany Street,Westchester Avenue & East 163rd Street,Bronx,202,Not Applicable,Not Applicable,40.8222,-73.8948,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
POINT (-73.9609715316893 40.593510091665934),56,3,Brooklyn,315,47,45,22,11,2612,Municipal Facilities,7/2/2014,2590 Coney Island Avenue,2590 Coney Island Avenue,Coney Island Avenue,Avenue W & Lancaster Avenue,Brooklyn,315,B68,Not Applicable,40.5935,-73.961,X,AREA OF MINIMAL FLOOD HAZARD,3,BACKLESS 1.0
POINT (-73.95054505864535 40.6589886603725),398,3,Brooklyn,309,40,43,20,9,1742,General,4/5/2013,1166 Nostrand Avenue,1166 Nostrand Avenue,Nostrand Avenue,Fenimore & Rutland Road,Brooklyn,309,Not Applicable,Not Applicable,40.659,-73.9505,X,AREA OF MINIMAL FLOOD HAZARD,,BACKED 1.0
